date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:13	29263/29263	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2018:24:17%20GMT	https://client.schwab.com/Areas/Access/Login?SessionTimeOut=y&ReturnUrl=%2fAreas%2fAccess%2fPOST	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Areas/Access/Logind556.html	(from https://client.schwab.com/Areas/Access/Login)
11:24:14	285/-1	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Aug%202025%2018:24:18%20GMT	https://client.schwab.com/Areas/Access/GET	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Areas/Access/GET	(from https://client.schwab.com/Areas/Access/Login)
11:24:15	305/-1	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Aug%202025%2018:24:19%20GMT	https://client.schwab.com/Areas/Access/Logout?ReturnUrl=%2fAreas%2fAccess%2fGET	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Areas/Access/Logout.b6cac.delayed	(from https://client.schwab.com/Areas/Access/Login)
11:24:16	29264/29264	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Aug%202025%2018:24:20%20GMT	https://client.schwab.com/Areas/Access/Login?SessionTimeOut=y&ReturnUrl=%2fAreas%2fAccess%2fGET	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Areas/Access/Loginb658.html	(from https://client.schwab.com/Areas/Access/Login)
11:24:17	264713/264713	---MCZ	200	added ('OK')	application/javascript	etag:W/%221715243b47ec40924dd003e8df30ee6f%22	https://tags.tiqcdn.com/utag/schwab/client-center-login/prod/utag.js	C:/Users/philip%20godwin/Desktop/goddy/schlogin/tags.tiqcdn.com/utag/schwab/client-center-login/prod/utag.js	(from https://client.schwab.com/Areas/Access/Login)
11:24:18	18845/18845	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.36f7eb5fc9ddd6902a0a.eot	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.36f7eb5fc9ddd6902a0a.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:19	18845/18845	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.36f7eb5fc9ddd6902a0a.eot?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.36f7eb5fc9ddd6902a0ad41d.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:20	22452/22452	---M--	200	added ('OK')	application/x-font-woff	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.8f42eb9674012799efea.woff	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.8f42eb9674012799efea.woff	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:20	39584/39584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.97337999672a5e528d15.ttf	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.97337999672a5e528d15.ttf	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:20	60307/60307	---M-Z	200	added ('OK')	image/svg+xml	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.c72f81a97979e6d19bb2.svg?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Regular.c72f81a97979e6d19bb2d41d.svg	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:21	16906/16906	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.609c70babd697aa2e434.eot	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.609c70babd697aa2e434.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:21	16906/16906	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.609c70babd697aa2e434.eot?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.609c70babd697aa2e434d41d.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:22	19448/19448	---M--	200	added ('OK')	application/x-font-woff	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.1b247deb1873c1b8b158.woff	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.1b247deb1873c1b8b158.woff	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:22	32116/32116	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.a040f8c8ef865ea07a53.ttf	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.a040f8c8ef865ea07a53.ttf	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:23	52628/52628	---M-Z	200	added ('OK')	image/svg+xml	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.da0c48ce76b9bea76f52.svg?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModernMedium.da0c48ce76b9bea76f52d41d.svg	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:23	18991/18991	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.8263a33478fb52c40812.eot	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.8263a33478fb52c40812.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:24	18991/18991	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.8263a33478fb52c40812.eot?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.8263a33478fb52c40812d41d.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:24	22499/22499	---M--	200	added ('OK')	application/x-font-woff	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.afb4ed417293ec326bc6.woff	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.afb4ed417293ec326bc6.woff	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:24	40736/40736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.9f2da57199268871a72d.ttf	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.9f2da57199268871a72d.ttf	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:26	59637/59637	---M-Z	200	added ('OK')	image/svg+xml	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.eef991b904ddadc3d0c4.svg?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Bold.eef991b904ddadc3d0c4d41d.svg	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:26	19097/19097	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.cfbc37c76694f619b998.eot	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.cfbc37c76694f619b998.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:26	19097/19097	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.cfbc37c76694f619b998.eot?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.cfbc37c76694f619b998d41d.eot	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:27	22759/22759	---M--	200	added ('OK')	application/x-font-woff	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.49518a871252ad9f5bc3.woff	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.49518a871252ad9f5bc3.woff	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:27	40000/40000	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2206a261e956dc1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.e4ef538af8b91232cea7.ttf	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.e4ef538af8b91232cea7.ttf	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:28	59898/59898	---M-Z	200	added ('OK')	image/svg+xml	etag:%2209f6616f7db1:0%22	https://client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.818a13105503b224ede0.svg?	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwabcdn.com/Areas/Access/Content/login/dist/font/CharlesModern-Light.818a13105503b224ede0d41d.svg	(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:29	127081/127081	---M-Z	200	added ('OK')	text/css	etag:%220f1b921956dc1:0%22	https://client.schwab.com/CSS/Layout.css	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/CSS/Layout.css	(from https://client.schwab.com/Areas/Access/ak.m)
11:24:30	42596/42596	---M-Z	200	added ('OK')	text/css	etag:%220f1b921956dc1:0%22	https://client.schwab.com/CSS/Content.css	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/CSS/Content.css	(from https://client.schwab.com/Areas/Access/ak.m)
11:24:31	32046/32046	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/sch-logo.png?14.9	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/sch-logo2adf.png	(from https://client.schwab.com/Areas/Access/ak.m)
11:24:32	253/253	---M-Z	200	added ('OK')	text/plain	date:Tue,%2019%20Aug%202025%2018:24:36%20GMT	https://client.schwabcdn.com/robots.txt		(from https://client.schwabcdn.com/Areas/Access/Content/login/dist/loginV2.5dd8a35382e31271944e.css)
11:24:34	209/209	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/footerBg.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/footerBg.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:34	5297/5297	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/grad.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/grad.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:34	4230/4230	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/icon.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/icon.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:35	155/155	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/loginHdrBg.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/loginHdrBg.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:36	63/63	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/chanMyConGr.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/chanMyConGr.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:37	155/155	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/titleHdrBg.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/titleHdrBg.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:38	49/49	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/sdsBlueR.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/sdsBlueR.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:38	801/801	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/sdsBrownR.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/sdsBrownR.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:39	795/795	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblGreyG.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblGreyG.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:40	344/344	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtBlueSS.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtBlueSS.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:40	3791/3791	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtBlueS_v1.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtBlueS_v1.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:41	1344/1344	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblBlueS_v1.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblBlueS_v1.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:42	253/253	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblBlackS.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblBlackS.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:43	467/467	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtBlueBrw.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtBlueBrw.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:43	559/559	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtGreyBrw.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtGreyBrw.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:44	1093/1093	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtBlueG.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtBlueG.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:45	942/942	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtBrwnGrd.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtBrwnGrd.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:46	449/449	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblGreyS.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblGreyS.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:46	49/49	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/blueShadeRt.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/blueShadeRt.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:47	460/460	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblBrwnS.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblBrwnS.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:48	453/453	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblLtBrwnS.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblLtBrwnS.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:49	1122/1122	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblBlueG.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblBlueG.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:49	361/361	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/tblSlvrS.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/tblSlvrS.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:50	161/161	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/outlnGrBB.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/outlnGrBB.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:51	1158/1158	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/tblLtGryG.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/tblLtGryG.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:52	1767/1767	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/arrows.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/arrows.png	(from https://client.schwab.com/CSS/Layout.css)
11:24:53	70/70	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/greyBgLt.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/greyBgLt.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:55	69/69	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/greyBgRt.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/greyBgRt.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:55	54/54	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/greyBgMid.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/greyBgMid.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:56	908/908	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/alertIcon.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/alertIcon.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:57	44/44	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/spacer.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/spacer.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:58	946/946	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/top.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/top.gif	(from https://client.schwab.com/CSS/Layout.css)
11:24:59	933/933	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/foot.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/foot.gif	(from https://client.schwab.com/CSS/Layout.css)
11:25:00	56/56	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/corners.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/corners.gif	(from https://client.schwab.com/CSS/Layout.css)
11:25:01	493/493	---M--	200	added ('OK')	text/xml	etag:%220f1b921956dc1:0%22	https://client.schwab.com/CSS/ellipsis-xbl.xml	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/CSS/ellipsis-xbl.xml	(from https://client.schwab.com/CSS/Layout.css)
11:25:01	363/363	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/checkmark.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/checkmark.png	(from https://client.schwab.com/CSS/Layout.css)
11:25:02	1849/1849	---M--	200	added ('OK')	image/gif	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/ajax-loader.gif	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/ajax-loader.gif	(from https://client.schwab.com/CSS/Layout.css)
11:25:04	6894/6894	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/Images/button.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/Images/button.png	(from https://client.schwab.com/CSS/Layout.css)
11:25:04	4230/4230	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/icon.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/icon-2.png	(from https://client.schwab.com/CSS/Layout.css)
11:25:06	201/201	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/shadow.png	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/shadow.png	(from https://client.schwab.com/CSS/Layout.css)
11:25:06	1331/1331	---M--	200	added ('OK')	image/png	etag:%2201eeb22956dc1:0%22	https://client.schwab.com/images/caret.PNG	C:/Users/philip%20godwin/Desktop/goddy/schlogin/client.schwab.com/images/caret.png	(from https://client.schwab.com/CSS/Layout.css)
